FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 3/20/2015 
 
 Experiment Name: 	 Default 
 Cantilever ID #: 	 Default 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Open Loop 
 
 Set Point (V) 	 Actuator Value (V) 	 Piezo Signal (V) 
0.318329	0.476166	0.345642
0.303864	0.461639	0.331635
0.289581	0.445526	0.322083
0.275543	0.430664	0.310944
0.261688	0.415802	0.296600
0.248077	0.400970	0.286438
0.234711	0.385468	0.282593
0.221619	0.371277	0.266693
0.208771	0.356415	0.261261
0.196228	0.341553	0.248199
0.183990	0.327026	0.235138
0.172028	0.313141	0.227509
0.160400	0.299530	0.225922
0.149109	0.285950	0.211273
0.138153	0.271423	0.201080
0.127563	0.258453	0.193115
0.117340	0.244873	0.183258
0.107483	0.231598	0.175934
0.097992	0.219299	0.161896
0.088898	0.206024	0.156799
0.080231	0.194946	0.151703
0.071930	0.183594	0.135803
0.064087	0.172211	0.122101
0.056641	0.159882	0.119873
0.049652	0.149445	0.112244
0.043091	0.139343	0.109039
0.036957	0.129242	0.099823
0.031311	0.119751	0.094727
0.026093	0.109955	0.088348
0.021362	0.101105	0.080688
0.017059	0.092590	0.074646
0.013275	0.083740	0.069885
0.009918	0.076477	0.072113
0.007080	0.068878	0.063812
0.004700	0.061615	0.057465
0.002808	0.054993	0.050446
0.001404	0.048035	0.049805
0.000458	0.042969	0.045685
0.000031	0.037933	0.040588
0.000092	0.031921	0.035156
0.000641	0.028442	0.034851
0.001648	0.024017	0.028778
0.003174	0.020233	0.029419
0.005157	0.017395	0.025299
0.007629	0.014221	0.022095
0.010590	0.012634	0.020508
0.014038	0.010742	0.021790
0.017944	0.009491	0.021454
0.022308	0.009491	0.022736
0.027161	0.008850	0.017639
0.032471	0.009155	0.023071
0.038239	0.009796	0.020844
0.044434	0.011078	0.024017
0.051086	0.013580	0.022430
0.058197	0.015808	0.028168
0.065704	0.018341	0.031647
0.073669	0.020874	0.026886
0.082031	0.024323	0.028168
0.090790	0.028748	0.037079
0.099945	0.033813	0.033875
0.109497	0.039185	0.045044
0.119446	0.043915	0.043762
0.129761	0.049622	0.047913
0.140411	0.055939	0.053009
0.151428	0.062256	0.055542
0.162811	0.069824	0.065094
0.174500	0.076782	0.068268
0.186493	0.084686	0.073364
0.198792	0.093842	0.077850
0.211395	0.102386	0.082611
0.224274	0.111542	0.089935
0.237427	0.120697	0.097260
0.250854	0.131134	0.108093
0.264496	0.140930	0.111267
0.278381	0.151978	0.116058
0.292480	0.163361	0.127502
0.306763	0.174408	0.133240
0.321259	0.186096	0.136108
0.335907	0.197784	0.149170
0.350739	0.209808	0.163818
0.365692	0.222137	0.168610
0.380798	0.235718	0.183258
0.395996	0.248657	0.185791
0.411316	0.262268	0.197571
0.426727	0.275208	0.204254
0.442200	0.289734	0.216675
0.457703	0.303009	0.231964
0.473267	0.318176	0.233887
0.488861	0.331451	0.243744
0.504486	0.345978	0.247559
0.520081	0.360199	0.264465
0.535645	0.375061	0.276855
0.551208	0.389893	0.284821
0.566711	0.405060	0.293762
0.582123	0.420563	0.300751
0.597473	0.435394	0.313812
0.612732	0.451202	0.325592
0.627869	0.466064	0.328461
0.642883	0.481232	0.342468
0.657776	0.496704	0.357758
0.672516	0.512512	0.371124
0.687073	0.527679	0.378143
0.701447	0.543457	0.387390
0.715607	0.558014	0.400116
0.729584	0.573486	0.409668
0.743347	0.588959	0.416992
0.756836	0.602875	0.435150
0.770111	0.618652	0.441193
0.783112	0.633820	0.452026
0.795837	0.648041	0.463806
0.808258	0.662262	0.467316
0.820404	0.675537	0.481628
0.832214	0.690063	0.492798
0.843719	0.703979	0.502350
0.854858	0.717865	0.510284
0.865692	0.730835	0.512848
0.876160	0.744415	0.521759
0.886230	0.757996	0.532288
0.895966	0.770630	0.539276
0.905304	0.783295	0.552002
0.914215	0.796234	0.558075
0.922760	0.808563	0.568573
0.930878	0.819946	0.577179
0.938599	0.832245	0.588013
0.945862	0.843628	0.590881
